Company,Sector,SubSector,Industry,Ticker,FSS Score,FSS Weekly Change,Total Articles,Negative Articles,Z-Score,Receivables to Revenue,Debt to EBITDA,_ebitda,_totalDebt,Quick Ratio,S&P Issuer Credit Rating,Market Capitalization,Current Open Price,52-Week High Price,52-Week Low Price
Two Harbors Investment Corp.,Real Estate,REITs,Mortgage REITs,TWO,0.1612533333333333,-0.8688888888888889,126.0,34.92,87683.9652,0.6603,-144.3203,-59.293,8557.182,,,1325684722.46,12.69,12.7,12.565
3M Co.,Manufacturing,Industrial Machinery,Diversified Holding Companies,MMM,0.1782133333333333,-5.828888888888889,949.0,51.53,1358029.8546,0.1416,1.6709,7542.0,12602.0,1.32632,,74761451191.74,143.5,144.76,142.91
BayFirst Financial Corp.,Financial Services,Banking,Commercial Banking,BAFN,0.2793322222222222,-0.5044444444444445,66.0,43.94,13414.5927,,-0.6212,-12.162,7.555,,,27113275.2,7.0,7.0,6.5
"Greenwich LifeSciences, Inc.",Healthcare,Pharmaceuticals,Pharmaceuticals,GLSI,0.6197633333333333,-3.077777777777778,87.0,79.31,128602963.966,,-0.0,-16.00821,0.0,2.62352,,334310026.07,23.2,26.0,23.2
"Gartner, Inc.",Professional Services,Marketing & Research,Market Research/Opinion Polling,IT,0.1606344444444444,3.7655555555555553,510.0,39.61,795618.5231,0.2655,2.1594,1380.82,2981.674,0.99859,,10297200528.2,156.35,160.51,152.2
"ITT, Inc.",Manufacturing,Other Manufacturing,Engineering Services,ITT,0.1646711111111111,-0.26,210.0,40.95,4983994.8156,0.2049,0.9059,864.1,782.8,2.06609,,18490602000.0,208.21,209.07,206.38
"Philip Morris International, Inc.",Consumer Goods,Tobacco & Cannabis,Cigarettes,PM,0.1661222222222222,-1.663333333333333,861.0,40.07,2150797.1244,0.1429,2.8002,17440.0,48835.0,0.50674,,283829151445.06,172.96,182.24,172.96
Star Group LP,Energy,Oil & Gas,Gas Utilities,SGU,0.1594988888888888,0.9244444444444444,44.0,50.0,397367.7689,0.0572,1.3794,136.381,188.118,0.45889,,424214414.36,13.01,13.01,12.92
Webster Financial Corp.,Financial Services,Banking,Commercial Banking,WBS,0.1153711111111111,0.0655555555555555,530.0,33.21,94046.8649,,0.8897,1501.885,1336.192,,,11690211830.7,72.57,72.64,72.11
"UTG, Inc.",Financial Services,Insurance,Life Insurance,UTGN,0.1742455555555555,-0.0988888888888888,28.0,17.86,379713.0051,,0.0,66.51061,0.0,,,164901870.0,52.5,52.5,52.5
"Pioneer Bankshares, Inc. (Virginia)",Financial Services,Banking,Commercial Banking,PNBI,,,,,72877.3333,,6.2297,5.538,34.5,,,37380178.0,37.4,37.4,37.4
"Coffee Holding Co., Inc.",Consumer Goods,Food & Beverage,Coffee Products,JVA,0.2623466666666667,-3.183333333333333,26.0,53.85,1020406.2633,0.1404,2.1215,2.85182,6.05,1.17074,,24604061.69,4.618,4.618,4.28
Kewaunee Scientific Corp.,Consumer Goods,Home & Household,Household/Institutional/Street Furniture,KEQU,0.1052833333333333,-1.4022222222222225,65.0,24.62,484397.3978,0.2594,2.9089,22.518,65.503,1.59208,,105110301.28,37.44,37.9499,36.53
"Cuisine Solutions, Inc.",Retail,Grocery & Food Retail,Food/Beverage Wholesalers,CUSI,0.4233377777777777,-0.3055555555555554,22.0,77.27,12216922.0622,0.0945,,,7.644,1.0299,,349424100.0,19.9,19.9,19.9
"Sturgis Bancorp, Inc.",Financial Services,Banking,Savings Institutions,STBI,0.4824333333333333,1.1266666666666667,7.0,71.43,75345.3985,,,,,,,53972079.26,24.87,24.87,24.86
"Applied Optoelectronics, Inc.",Software & Technology,Networking & Connectivity,Fiber Optic Equipment,AAOI,0.2566733333333333,-0.5166666666666667,130.0,51.54,20487987.3846,0.5363,-11.2628,-17.506,197.167,1.91471,,14836887618.3,152.26,190.96,150.54
CVR Partners LP,Agriculture,Agri-Inputs & Support,Fertilizers,UAN,0.0911466666666666,0.1166666666666665,89.0,26.97,1191284.0929,0.0973,2.6925,211.643,569.846,1.35558,,1397200315.03,122.84,132.19,122.84
"Kenvue, Inc.",Energy,Oil & Gas,Cosmetics/Toiletries,KVUE,0.2833444444444444,-0.2177777777777778,1527.0,48.59,1212677.8212,0.1575,2.5122,3393.0,8524.0,0.67805,,32966548829.56,17.62,17.62,17.1335
"Mission Valley Bancorp (Sun Valley, California)",Financial Services,Banking,Commercial Banking,MVLY,0.0517811111111111,-2.4122222222222223,12.0,8.33,61683.7967,,0.6938,11.583,8.036,,,63538299.18,18.607378,18.99,18.607378
Icahn Enterprises LP,Energy,Oil & Gas,Petroleum Refining,IEP,0.1949111111111111,-2.8222222222222224,137.0,44.53,266128.3562,0.239,24.8722,266.0,6616.0,,,5443609479.3,8.05,8.21,8.04
"GSI Technology, Inc.",Software & Technology,Hardware & Semiconductors,Semiconductors,GSIT,0.1549177777777778,2.781111111111111,208.0,38.94,16861793.2078,0.1883,-0.0,-15.963,0.0,2.76562,,424102299.16,9.29,12.42,9.29
JFrog Ltd.,Software & Technology,Software,Software,FROG,0.1153011111111111,1.4455555555555557,391.0,29.41,11048143.1376,0.2255,-0.0,-60.997,0.0,2.14224,,8358472153.24,69.01,71.6499,66.82
"Ooma, Inc.",Telecommunications,Wired,Wired Telecommunications Services,OOMA,0.1938711111111111,-0.4711111111111111,155.0,41.94,4897733.9006,0.0313,0.0,4.093,0.0,0.83448,,521746888.77,19.1,19.56,18.6877
"Ceribell, Inc.",Healthcare,Medical Devices,Medical Diagnostic Equipment/Supplies,CBLL,0.1579255555555555,-2.101111111111111,129.0,34.11,11264318.9208,0.1938,-0.3472,-57.061,19.811,9.35018,,759722169.46,20.23,20.47,20.0
"Synopsys, Inc.",Software & Technology,Software,Applications Software,SNPS,0.2966944444444444,0.2077777777777777,1926.0,56.96,2981850.8212,0.3866,8.473,1591.4771,13484.515,1.51697,,98882402717.13,513.89,519.71,512.0
"Pediatrix Medical Group, Inc.",Healthcare,Healthcare Services,Hospital Care,MD,0.1426588888888889,1.4733333333333332,105.0,35.24,833926.0893,0.1266,2.3618,252.912,597.338,1.66375,,1919189060.07,23.49,23.68,23.2
"Commencement Bancorp, Inc.",Financial Services,Banking,Commercial Banking,CBWA,0.0924855555555555,-1.502222222222222,17.0,35.29,,,,,,,,63477791.8,16.65,16.85,16.65
"New Green Hemp, Inc.",Other,Miscellaneous Services,Technical Services,NGHI,0.9543,1.644047619047619,2.0,100.0,8560311.9028,,0.0,0.11141,0.0,1.21921,,6505841.44,0.28,0.28,0.28
"Inhibitor Therapeutics, Inc.",Healthcare,Pharmaceuticals,Cancer Drugs,INTI,0.7148,-27.1,1.0,100.0,2318098.5284,,-0.0,-3.65741,0.0,8.02494,,14332232.91225,0.08305,0.08305,0.08305
Exzeo Group Inc,Financial Services,Payments & Fintech,Insurance Technology,XZO,0.1142366666666666,0.4355555555555554,34.0,41.18,8376962.5453,0.0872,0.0,108.924,0.0,3.86094,,1306497839.1,13.45,14.43,13.28
"Upexi, Inc.",Consumer Goods,Tobacco & Cannabis,Marijuana Products,UPXI,0.25237,1.8111111111111111,241.0,53.11,1750853.3118,0.1512,-2.1408,-12.11745,25.94091,1.70818,,98366952.18,1.4,1.49,1.35
"Wellgistics Health, Inc.",Retail,Wholesale & Distribution,Pharmaceutical/Medical Products Wholesalers,WGRX,0.2571666666666666,-0.53,153.0,54.9,138321.5502,0.2066,-4.6483,-5.03046,23.38291,0.1485,,11664775.5612,0.086,0.093,0.085
"Kforce, Inc.",Professional Services,HR & Staffing,Recruitment Services,KFRC,0.1818722222222222,-1.5177777777777777,79.0,30.38,1869221.6144,0.1433,1.1937,55.625,66.4,1.77853,,750905520.0,43.65,44.075,42.11
"Willcox International Holdings, Inc.",Retail,Department & Discount,Mixed Retailing,WINH,,,,,25163832.3937,0.0,0.0,17.68639,0.0,0.0,,8628248.0425,0.10999,0.10999,0.10999
"CreditRiskMonitor.com, Inc.",Software & Technology,Digital Services,Digital Content Services,CRMZ,0.4513533333333333,-1.2022222222222223,20.0,70.0,1063318.3474,0.1882,0.0,0.932,0.0,1.63881,,24603739.785,2.25,2.285,2.25
"Prestige Consumer Healthcare, Inc.",Healthcare,Pharmaceuticals,Over-the-counter Drugs,PBH,0.2897733333333333,2.954444444444444,75.0,53.33,917502.9348,0.1708,2.676,379.471,1015.471,2.81946,,2396693674.5,52.28,52.28,49.28
Bogota Financial Corp.,Financial Services,Banking,Savings Institutions,BSBK,0.11582,0.3144444444444443,15.0,26.67,85874.5356,,0.0,7.55515,0.0,,,109352197.57,8.48,8.55,8.34
"GoDaddy, Inc.",Software & Technology,Cloud & Infrastructure,Web Hosting,GDDY,0.1718633333333333,0.7922222222222222,404.0,38.37,894859.7591,0.0168,3.0122,1255.0,3780.3,0.61456,,11662659323.76,91.41,92.59,87.15
Carvana Co.,Retail,Auto Retail,Used Car Dealing,CVNA,0.1212722222222222,2.2044444444444444,1053.0,34.85,5140077.4576,0.0521,2.3724,2156.0,5115.0,2.72614,,83611788460.2,77.79,78.3799,74.52
"Gen Digital, Inc.",Software & Technology,Software,Security/Privacy Software,GEN,0.1549211111111111,0.4344444444444444,321.0,35.51,615465.8741,0.0666,4.0505,2039.0,8259.0,0.50649,,13566868537.6,22.68,23.1,21.755
"Offerpad Solutions, Inc.",Real Estate,Specialty Real Estate,Property Technology,OPAD,0.2144166666666666,0.0044444444444444,108.0,47.22,159704.5668,0.014,-3.423,-27.089,92.726,0.42679,,31021584.4268,0.68,0.68,0.64
"Janus International Group, Inc.",Energy,Renewables,Metal Doors/Windows,JBI,0.1660388888888889,-1.022222222222222,69.0,40.58,567546.1758,0.1532,3.254,167.7,545.7,3.04443,,692873691.72,5.17,5.17,5.065
Quest Resource Holding Corp.,Environmental Services,Waste Management,Environment/Waste Management,QRHC,0.1886133333333333,-1.241111111111111,69.0,27.54,128441.16,0.1959,11.4361,5.685,65.014,1.29527,,22484573.4,1.15,1.15,1.07
"Ring Energy, Inc.",Energy,Oil & Gas,Oil/Gas Exploration,REI,0.32021,-5.583333333333333,87.0,59.77,360159.0002,0.106,2.4683,170.90117,421.82946,0.56216,,345525147.0,1.645,1.675,1.585
"Sterling Infrastructure, Inc.",Construction,Heavy/Civil Construction,Heavy Construction,STRL,0.0786488888888889,-0.8066666666666666,143.0,28.67,10479526.561,0.2444,0.5923,491.357,291.049,1.01174,,26640931543.72,851.0,875.0,842.19
Huntsman Corp.,Materials,Chemicals,Chemicals,HUN,0.1911811111111111,-1.74,170.0,41.76,364114.7208,0.1191,8.3099,242.0,2011.0,0.78414,,2602180822.08,15.17,15.27,14.785
"LGI Homes, Inc.",Construction,Building Construction,Residential Building Construction,LGIH,0.0764844444444444,-0.6977777777777777,149.0,34.23,359953.7576,0.019,18.3315,90.815,1664.779,,,1098422151.12,46.735,47.99,45.96
"Perma-Pipe International Holdings, Inc.",Manufacturing,Other Manufacturing,Plumbing Fittings/Fixtures,PPIH,0.2766444444444444,-1.8188888888888888,59.0,59.32,1767349.9103,0.4105,1.0224,23.93,24.466,1.70505,,274241696.48,33.78,34.595,33.28
"MIND Technology, Inc.",Energy,Oil & Gas,Oil/Gas Field Machinery,MIND,0.1406311111111111,-2.141111111111111,24.0,20.83,4170823.0661,0.2522,0.0,7.373,0.0,2.12493,,65259414.9,6.9,7.399,6.88
"NPK International, Inc.",Energy,Oil & Gas,Support Activities for Oil/Gas,NPKI,0.0937711111111111,-2.061111111111111,110.0,30.0,8550776.355,0.2159,0.2224,75.823,16.862,1.22484,,1291195180.44,14.99,15.45,14.9054
The Howard Hughes Corp.,Real Estate,Real Estate Services,Real Estate Services/Transactions,HHH,0.1848333333333333,-0.64,231.0,42.86,335024.1539,0.4789,10.5295,485.285,5109.828,,,3832668580.92,66.09,66.79,64.26
"Concrete Pumping Holdings, Inc.",Construction,Other Construction,Construction,BBCP,0.1287511111111111,1.8233333333333333,47.0,38.3,399802.0048,0.1352,4.4003,94.969,417.891,2.02613,,392971736.68,7.97,8.13,7.685
"Atara Biotherapeutics, Inc.",Healthcare,Biotech & Research,Biological Therapy,ATRA,0.3437,1.5855555555555554,111.0,64.86,217249.016,0.0115,-0.5631,-73.28,41.263,0.40304,,74737748.16,8.83,9.08,7.9
"The Goodheart-Willcox Co., Inc.",Media & Entertainment,Publishing,Book Publishing,GWOX,0.1121177777777777,-0.63,7.0,14.29,2206224.1773,0.0697,0.0,7.597,0.0,2.35796,,184112660.0,395.0,395.0,395.0
C&F Financial Corp.,Financial Services,Banking,Banking,CFFI,0.0708133333333333,1.4288888888888889,37.0,24.32,55262.8765,,2.6465,42.825,113.335,,,230881521.15,69.4401,74.3813,69.4401
Owens Corning,Materials,Building Materials,Building Materials/Products,OC,0.1588366666666666,0.5922222222222223,400.0,36.25,634473.5137,0.0927,2.2438,2305.0,5172.0,0.70414,,9651319032.15,121.59,121.97,119.15
"GenFlat Holdings, Inc.",Media & Entertainment,Sports,Marine Transport,GFLT,0.1081255555555555,-6.0811111111111105,9.0,22.22,141027536.3036,0.0,-0.0728,-3.54566,0.25797,0.3626,,91806631.0,7.0,7.0,7.0
"Interfoundry, Inc.",Financial Services,Holding Companies,Shell Company,ITFY,,,,,42091047.6097,,,,1.377,0.00084,,176221291.1,1.7,1.7,1.7
"AudioEye, Inc.",Software & Technology,Software,Voice Recognition Software,AEYE,0.1742444444444444,-2.458888888888889,51.0,35.29,2836028.0945,0.1685,3.5801,1.905,6.82,1.04745,,96094086.2,7.86,7.9,7.63
"Mister Car Wash, Inc.",Other,Miscellaneous Services,Facility Cleaning Services,MCW,0.3293311111111111,1.6955555555555557,168.0,52.98,679031.2066,0.0153,2.6072,310.718,810.116,0.27223,,2308839670.8,7.04,7.045,7.01
Alliance Resource Partners LP,Energy,Fuel & Mining,Coal Mining,ARLP,0.1842588888888889,-1.0433333333333332,60.0,55.0,1879526.5536,0.06,0.6591,684.739,451.325,1.40606,,3167579680.62,24.95,24.98,24.34
ClearSign Technologies Corp.,Manufacturing,Industrial Machinery,Turbines,CLIR,0.2636233333333333,0.9944444444444444,57.0,49.12,6582641.2487,0.0998,-0.0,-6.282,0.0,7.282,,23609783.7184,4.61,4.61,4.18
Educational Development Corp.,Retail,Wholesale & Distribution,Wholesalers,EDUC,0.1616788888888889,-0.5977777777777777,27.0,29.63,198880.4245,0.0622,-6.1954,-5.0507,31.2909,0.62187,,12511705.08,1.49,1.49,1.395
"Helmerich & Payne, Inc.",Energy,Oil & Gas,Support Activities for Oil/Gas,HP,0.2044555555555555,-1.7577777777777777,218.0,41.28,581824.4761,0.2089,2.4072,857.409,2063.943,1.40046,,3860332675.76,38.35,39.1,38.14
"ONEOK, Inc.",Energy,Oil & Gas,Gas Utilities,OKE,0.16233,1.2477777777777777,220.0,37.27,751571.7473,,4.4587,7360.0,32816.0,0.55617,,55310584077.08,85.64,87.895,85.35
"Willamette Valley Vineyards, Inc.",Consumer Goods,Food & Beverage,Wine,WVVI,0.4829477777777777,-1.835555555555556,32.0,68.75,208403.3512,0.0797,4.5537,3.89547,17.7388,0.30905,,13818192.975,2.94,2.955,2.775
"Sabra Health Care REIT, Inc.",Real Estate,REITs,Healthcare REITs,SBRA,0.0683622222222222,1.606666666666667,54.0,27.78,1171294.0698,0.1353,5.609,450.863,2528.896,,,5215291164.6,20.79,20.95,20.6625
"Alarm.com Holdings, Inc.",Software & Technology,Cloud & Infrastructure,Cloud Computing,ALRM,0.14264,1.1377777777777778,95.0,33.68,1007005.7689,0.1403,5.8804,168.271,989.508,1.77652,,2162416688.76,47.15,47.71,43.54
"CytoDyn, Inc.",Software & Technology,Other Software & Technology,Biotechnology Services,CYDY,0.25644,-0.2533333333333332,83.0,61.45,2298822.0558,,2.8102,9.679,27.2,0.25352,,437129600.0,0.322,0.365,0.3075
"Riverview Bancorp, Inc.",Financial Services,Banking,Savings Institutions,RVSB,0.1057233333333333,-0.9155555555555556,59.0,22.03,49599.576,,1.7303,16.87,29.19,,,111872071.36,5.5492,5.5492,5.37
"ZoomInfo Technologies, Inc.",Software & Technology,Software,Business Intelligence Software,GTM,0.1575933333333333,-0.4088888888888888,111.0,27.93,219063.701,0.1847,3.6778,360.0,1324.0,0.71733,,1800254042.2,6.35,6.66,5.985
"The Trade Desk, Inc.",Media & Entertainment,Advertising & Marketing,Digital Marketing Services,TTD,0.3024455555555555,0.9733333333333334,582.0,55.67,1654492.9287,1.3017,0.0,705.105,0.0,1.61084,,10116731928.72,22.75,22.89,20.835
ThermaFreeze Products Corp.,Consumer Goods,Home & Household,Houseware,TZPC,,,,,2832140.0377,0.2096,,,0.512,0.36836,,7896946.1085,0.0145,0.019,0.0145
CDW Corp.,Software & Technology,IT Services,IT Consulting,CDW,0.1003633333333333,0.54,249.0,24.1,585601.2565,0.3133,2.6282,2142.1,5629.8,1.09839,,13099838865.54,103.86,105.13,101.51
"ARMOUR Residential REIT, Inc.",Real Estate,REITs,Mortgage REITs,ARR,0.1165166666666666,-1.1122222222222222,131.0,29.01,70361.5898,0.0845,55.6012,322.687,17941.796,,,2198097175.52,17.65,17.745,17.59
"Processa Pharmaceuticals, Inc.",Healthcare,Pharmaceuticals,Pharmaceuticals,PCSA,0.4487388888888888,0.9622222222222222,74.0,51.35,1984879.675,,-0.0,-13.98731,0.0,2.53588,,7397965.37,2.72,2.74,2.44
Urgent.Ly Inc.,Other,Miscellaneous Services,Vehicle Towing/Assistance,ULYX,0.3435111111111111,-1.3222222222222222,55.0,56.36,84477.593,0.1602,-2.3573,-22.967,54.14,1.08411,,12072152.33,5.49,5.5,5.49
"Mastercraft Boat Holdings, Inc.",Consumer Goods,Recreation & Electronics,Recreational Boats,MCFT,0.1451288888888889,-0.2355555555555555,117.0,43.59,3351585.3936,0.0151,0.0,21.491,0.0,1.39157,,427672710.3,27.33,27.3575,25.79
Franklin Street Properties Corp.,Real Estate,REITs,Industrial/Office REITs,FSP,0.1616266666666666,1.1488888888888888,46.0,47.83,114262.5217,0.3659,7.1987,34.484,248.241,,,54447797.534,0.537,0.537,0.5286
New Jersey Resources Corp.,Energy,Oil & Gas,Gas Utilities,NJR,0.1192088888888888,0.6033333333333334,135.0,25.19,651629.6795,0.0918,5.6462,638.337,3604.179,0.39779,,5633442204.86,55.88,56.03,55.54
Amphenol Corp.,Energy,Electrical,Electrical Components/Equipment,APH,0.12312,-0.1366666666666667,662.0,34.74,3960787.1974,0.2043,2.2234,6972.2,15502.0,2.47579,,150666812479.15,127.64,128.33,121.46
BayCom Corp.,Financial Services,Banking,Commercial Banking,BCML,0.1215855555555555,-4.197777777777778,28.0,28.57,88440.7515,,0.2197,39.724,8.726,,,332406888.99,30.95,31.0,30.25
"Viridian Therapeutics, Inc.",Healthcare,Pharmaceuticals,Biopharmaceuticals,VRDN,0.1719588888888888,-0.9077777777777778,171.0,43.86,6429372.5526,,-0.2595,-324.42,84.184,12.64899,,1899356130.4,17.0,17.84,16.74
"Apogee Therapeutics, Inc.",Healthcare,Pharmaceuticals,Biopharmaceuticals,APGE,0.1049322222222222,-4.062222222222222,136.0,30.88,115011668.5114,,-0.0,-284.177,0.0,26.56626,,6373755201.6,83.99,88.28,83.33
Veralto Corp.,Manufacturing,Instruments & Electronics,Environmental Control Systems,VLTO,0.0894755555555555,-0.3111111111111111,170.0,18.24,2780501.8954,0.163,1.9727,1355.0,2673.0,1.51994,,21261528457.62,86.71,87.63,85.95
Crane NXT Co.,Energy,Electrical,Industrial Electrical Equipment,CXT,0.2094366666666666,-1.748888888888889,97.0,45.36,824137.3995,0.2539,2.7241,418.3,1139.5,1.20084,,2559484484.16,45.32,45.32,43.97
"Mustang Bio, Inc.",Healthcare,Biotech & Research,Biological Therapy,MBIO,0.3275966666666666,-3.1166666666666667,17.0,52.94,372074.8573,,-0.0,-4.898,0.0,2.22302,,5001153.3,0.6951,0.6951,0.655
Repligen Corp.,Healthcare,Pharmaceuticals,Biopharmaceuticals,RGEN,0.1196455555555555,0.9533333333333333,101.0,30.69,4650395.7794,0.2148,3.3657,161.102,542.213,7.11887,,6538221143.4,124.18,124.72,115.6
"Cogent Biosciences, Inc.",Healthcare,Biotech & Research,Biological Therapy,COGT,0.1897055555555555,-0.7,203.0,42.36,11605378.3075,,-0.6739,-330.763,222.895,14.23475,,5826598936.4,34.89,35.01,33.6
"Tevogen Bio Holdings, Inc.",Software & Technology,Other Software & Technology,Biotechnology Services,TVGN,0.1443766666666666,1.9277777777777776,155.0,36.77,1734956.3639,,-0.0496,-53.40228,2.651,0.26108,,29312535.0,7.1,7.4,7.0
"Universal Logistics Holdings, Inc.",Transportation,Road,Trucking,ULH,0.5052888888888889,0.7088888888888889,33.0,66.67,161232.6668,0.2052,3.8649,206.364,797.571,1.17245,,330956728.48,13.18,13.18,12.22
Avalon Holdings Corp.,Environmental Services,Waste Management,Waste Treatment/Disposal,AWX,0.2660522222222222,-4.025555555555556,14.0,57.14,120265.2846,0.124,5.7443,5.828,33.478,0.91545,,9826566.12,2.5,2.5,2.5
"Financial Institutions, Inc.",Financial Services,Banking,Commercial Banking,FISI,0.1047488888888888,-1.462222222222222,127.0,29.92,73022.7533,,1.3308,107.944,143.653,,,687054313.0,35.41,35.41,34.585
OrthoPediatrics Corp.,Healthcare,Medical Devices,Diagnostic/Therapeutic Devices,KIDS,0.2369933333333333,-1.5277777777777777,134.0,52.24,1633984.565,0.2278,-12.6891,-7.88,99.99,2.65448,,441268196.92,17.71,18.0,16.935
"Cogent Communications Holdings, Inc.",Software & Technology,Digital Services,Online Service Providers,CCOI,0.26571,-1.2155555555555555,180.0,51.11,155759.6009,0.1822,14.0473,166.387,2337.288,2.0403,,821273673.2,16.7,17.25,16.27
"Public Policy Holding Co., Inc.",Professional Services,Consulting,Business Consultancy,PPHC,0.2074333333333333,-7.883333333333334,44.0,61.36,2506577.9655,0.1493,-4.3511,-7.36493,32.04533,1.20692,,389380137.634028,13.46,13.62,13.43
"Cava Group, Inc.",Hospitality,Food & Drink,Restaurants/Caterers,CAVA,0.2503822222222222,-4.555555555555555,180.0,52.78,11784565.1265,0.0135,0.0,109.108,0.0,2.9144,,9311826516.17,78.89,80.87,78.4939
"Easterly Government Properties, Inc.",Real Estate,REITs,Industrial/Office REITs,DEA,0.0968977777777777,-3.327777777777778,90.0,26.67,309642.1841,0.1532,8.3696,199.092,1666.325,,,1061368195.9,23.45,23.45,22.68
"Xylem, Inc.",Manufacturing,Industrial Machinery,Pump Manufacturing,XYL,0.0780233333333333,2.4955555555555553,274.0,25.91,2595551.5605,0.1947,1.0519,1965.0,2067.0,1.28081,,26621671216.0,113.57,113.82,111.83
"Disc Medicine, Inc.",Software & Technology,Other Software & Technology,Biotechnology Services,IRON,0.1649499999999999,3.802222222222222,398.0,42.46,23663572.3552,,-0.1237,-235.741,29.159,21.93985,,2644522931.47,69.01,72.815,68.23
"C4 Therapeutics, Inc.",Healthcare,Biotech & Research,Biological Therapy,CCCC,0.2185111111111111,0.898888888888889,138.0,50.72,2044760.1979,0.0668,-0.0,-102.53,0.0,7.81394,,349273256.46,2.95,3.2,2.95
"NSTS Bancorp, Inc.",Financial Services,Banking,Commercial Banking,NSTS,0.4751766666666666,1.3066666666666669,1.0,100.0,195162.808,,-0.0,-0.253,0.0,,,65769162.5,12.5,12.5839,12.5
